"Step","nummode_10_uncoupled_test - ocean_run","nummode_10_uncoupled_test - ocean_run__MIN","nummode_10_uncoupled_test - ocean_run__MAX","nummode_9_uncoupled_test - ocean_run","nummode_9_uncoupled_test - ocean_run__MIN","nummode_9_uncoupled_test - ocean_run__MAX","nummode_8_uncoupled_test - ocean_run","nummode_8_uncoupled_test - ocean_run__MIN","nummode_8_uncoupled_test - ocean_run__MAX","nummode_7_uncoupled_test - ocean_run","nummode_7_uncoupled_test - ocean_run__MIN","nummode_7_uncoupled_test - ocean_run__MAX","nummode_6_uncoupled_test - ocean_run","nummode_6_uncoupled_test - ocean_run__MIN","nummode_6_uncoupled_test - ocean_run__MAX","nummode_5_uncoupled_test - ocean_run","nummode_5_uncoupled_test - ocean_run__MIN","nummode_5_uncoupled_test - ocean_run__MAX","nummode_4_uncoupled_test - ocean_run","nummode_4_uncoupled_test - ocean_run__MIN","nummode_4_uncoupled_test - ocean_run__MAX","nummode_3_uncoupled_test - ocean_run","nummode_3_uncoupled_test - ocean_run__MIN","nummode_3_uncoupled_test - ocean_run__MAX","nummode_2_uncoupled_test - ocean_run","nummode_2_uncoupled_test - ocean_run__MIN","nummode_2_uncoupled_test - ocean_run__MAX","nummode_1_uncoupled_test - ocean_run","nummode_1_uncoupled_test - ocean_run__MIN","nummode_1_uncoupled_test - ocean_run__MAX"
"0","5147.776633918984","5147.776633918984","5147.776633918984","4525.170610727044","4525.170610727044","4525.170610727044","3929.1209382149973","3929.1209382149973","3929.1209382149973","3444.5727808910015","3444.5727808910015","3444.5727808910015","3468.7198799189937","3468.7198799189937","3468.7198799189937","3071.8864493440196","3071.8864493440196","3071.8864493440196","2641.4500270090066","2641.4500270090066","2641.4500270090066","2098.2206076779985","2098.2206076779985","2098.2206076779985","1640.786252616992","1640.786252616992","1640.786252616992","1225.6663067650225","1225.6663067650225","1225.6663067650225"
